,ids,urls,titles,labels
205,8KZOG3aceUk,https://www.youtube.com/watch?v=8KZOG3aceUk,Merkel congratulates Joe Biden: International reactions on the US election | DW News,2
206,C1fbskzWpiA,https://www.youtube.com/watch?v=C1fbskzWpiA,US Elections 2020 I Dr Thokozani Chilenga-Butao's analysis,2
207,BWfeRXsKuLw,https://www.youtube.com/watch?v=BWfeRXsKuLw,US Elections: Is Trump Leading Towards Victory? | ABP News,2
208,xCJ0_P7tP3U,https://www.youtube.com/watch?v=xCJ0_P7tP3U,Kabbalistic Astrologer Predicts Outcome of US 2020 Presidential Election,1
209,6wd4rj_aDnw,https://www.youtube.com/watch?v=6wd4rj_aDnw,US Elections 2020 | Trump accuses Democrats of rigging vote counting,2
210,jRJHiMvXt_g,https://www.youtube.com/watch?v=jRJHiMvXt_g,2020 US Presidential Election and its impact of Indian Stock Market explained #UPSC #IAS,0
211,LE7xC9G12_g,https://www.youtube.com/watch?v=LE7xC9G12_g,US ELECTIONS 2020:  Journalist Avinash Kalla & Poll Expert Andrew Claster Talk To Sanjay Pugalia,1
212,O1mOhKHd5Yw,https://www.youtube.com/watch?v=O1mOhKHd5Yw,US Elections: What Happens If There's A Recount?,2
213,Q0qMGZ0pJ8g,https://www.youtube.com/watch?v=Q0qMGZ0pJ8g,US Elections: Joe Biden delivers speech,2
214,v7gZPEeOh1I,https://www.youtube.com/watch?v=v7gZPEeOh1I,Can Ranked-Choice Voting Change U.S. Elections?,1
215,J122iY1ttEU,https://www.youtube.com/watch?v=J122iY1ttEU,"US Elections | Trump Claims Win, Says Will Go to SCOTUS to Stop Counting of Votes | The Quint",2
216,98jBYxaBMH4,https://www.youtube.com/watch?v=98jBYxaBMH4,US Elections 2020 | Latest results with Sherwin Bryce-Pease,1
217,Ys-FtMRXohs,https://www.youtube.com/watch?v=Ys-FtMRXohs,US Elections 2020: What a Biden-Harris Presidency means for India,2
218,jSv3X-6vBKs,https://www.youtube.com/watch?v=jSv3X-6vBKs,Russia is closely monitoring U.S. elections amid concerns about interference,1
219,w03iX3-UhxY,https://www.youtube.com/watch?v=w03iX3-UhxY,US elections: High numbers of Americans turn out for early voting,1
220,R21tf_5zLcs,https://www.youtube.com/watch?v=R21tf_5zLcs,How Donald Trump’s Self-Destructive Choices Led To His Downfall | US Elections 2020,2
221,DWNl6FQZUSQ,https://www.youtube.com/watch?v=DWNl6FQZUSQ,US Elections: Donald Trump goes live,1
222,yyUTyRqoXjM,https://www.youtube.com/watch?v=yyUTyRqoXjM,US election: Mitch McConnell acknowledges Biden-Harris election victory,2
223,xH9Cq3d67fc,https://www.youtube.com/watch?v=xH9Cq3d67fc,"Live coverage: Joe Biden wins presidency, CBS News projects",2
224,CweqW7Pzxz8,https://www.youtube.com/watch?v=CweqW7Pzxz8,First presidential debate in full: Trump vs Biden | US Election 2020,2
225,6cGz8aIzaxM,https://www.youtube.com/watch?v=6cGz8aIzaxM,US elections: How the race between Trump and Biden has divided America more than ever,2
226,CcnFnLml5DY,https://www.youtube.com/watch?v=CcnFnLml5DY,How U.S. election night unfolded in 7 minutes,2
227,iCaDn2-gx6g,https://www.youtube.com/watch?v=iCaDn2-gx6g,US elections: The significance of Super Tuesday,1
228,XN0TcXUlRI8,https://www.youtube.com/watch?v=XN0TcXUlRI8,Key states certify presidential election results,2
229,qaulMXwj-OY,https://www.youtube.com/watch?v=qaulMXwj-OY,US Elections 2020: Kamala Harris full speech as she makes history as vice president,2
230,G_usaB8EAcs,https://www.youtube.com/watch?v=G_usaB8EAcs,Understanding the US Elections,1
231,h56p7GyN-To,https://www.youtube.com/watch?v=h56p7GyN-To,Pre Poll shows Biden is a winner in | US elections,0
232,Fz6pBTrVoto,https://www.youtube.com/watch?v=Fz6pBTrVoto,Georgia recount confirms Biden victory | 2020 US Presidential Election,2
233,Z3ga_ixRC6o,https://www.youtube.com/watch?v=Z3ga_ixRC6o,POTUS | US Election 2020 | Impact of Joe Biden on India US Relation | US me Election Kaise Hota Hai,0
234,DsCm6nnzEW0,https://www.youtube.com/watch?v=DsCm6nnzEW0,US Elections: New Yorkers react to upcoming results,1
235,KpamjJtXqFI,https://www.youtube.com/watch?v=KpamjJtXqFI,The man who rigged America's election maps,1
236,ymL3K0cfPQU,https://www.youtube.com/watch?v=ymL3K0cfPQU,The strange situation in US Elections 2020,1
237,tC73RS6hwzc,https://www.youtube.com/watch?v=tC73RS6hwzc,US Election: Trump supporters vow to fight on,2
238,bPw1yUpO470,https://www.youtube.com/watch?v=bPw1yUpO470,Trump Supporters & Biden Supporters React To The U.S. 2020 Election,2
239,pmwuK3K1Jt8,https://www.youtube.com/watch?v=pmwuK3K1Jt8,Trump campaign officials dispute U.S. election results but provide no evidence,2
240,Gas0nOm3neg,https://www.youtube.com/watch?v=Gas0nOm3neg,How will the U.S. elections affect Southeast Asia and Singapore? | Experts Explain,1
241,xlc_mW8U2Xw,https://www.youtube.com/watch?v=xlc_mW8U2Xw,Vice President-elect Kamala Harris and President-elect Joe Biden delivers a victory speech,2
242,jORXzfYXQGo,https://www.youtube.com/watch?v=jORXzfYXQGo,Special Transmission | US Elections 2020 | ARY News | Waseem Badami (Part-1),0
243,GQ3Tv4MRGek,https://www.youtube.com/watch?v=GQ3Tv4MRGek,US Elections: Trump falsely claims US election victory but Biden also predicts win,2
244,_dx7tSixMWY,https://www.youtube.com/watch?v=_dx7tSixMWY,US Elections: Protesters chant 'Stop the count' outside election facility in Detroit,1
245,bzqDdU2SSH0,https://www.youtube.com/watch?v=bzqDdU2SSH0,Useful Vocabulary to Understand the US Election | Trump vs Biden 2020 🇺🇸,2
246,-xrKeBFHIaY,https://www.youtube.com/watch?v=-xrKeBFHIaY,In full: Congress certifies Joe Biden's election win after mob storms Capitol,2
247,u2fq3fwC--s,https://www.youtube.com/watch?v=u2fq3fwC--s,Congress continues Electoral College vote after pro-Trump mob forced lockdown | USA TODAY,2
248,qObkwmEfu8s,https://www.youtube.com/watch?v=qObkwmEfu8s,US elections: Which way will the battleground states of Minnesota and Wisconsin swing?,1
249,3he1bjqwOBo,https://www.youtube.com/watch?v=3he1bjqwOBo,US Elections 2020 | Russia reacts to US election outcome,1
250,cFCWvOQFJ-c,https://www.youtube.com/watch?v=cFCWvOQFJ-c,US election: Biden supporters celebrate his victory in streets across the country,2
251,_MaLvs9v0OE,https://www.youtube.com/watch?v=_MaLvs9v0OE,US elections | Trump's tenure under scrutiny,2
252,fecuCJYQ45c,https://www.youtube.com/watch?v=fecuCJYQ45c,US election: Trump supporters rally in DC against Congress' certification of Biden victory,2
253,1pFWtfFtviY,https://www.youtube.com/watch?v=1pFWtfFtviY,US election: Donald Trump recorded begging Georgia official to overturn Biden victory,2
254,WOXHMfKvvsk,https://www.youtube.com/watch?v=WOXHMfKvvsk,Voting Begins in US Presidential Race | US Elections 2016 | Story Board Part 02,1
255,R_peotNv9H8,https://www.youtube.com/watch?v=R_peotNv9H8,U.S. Elections: The Road to the White House,1
256,6wLUqKz7A0I,https://www.youtube.com/watch?v=6wLUqKz7A0I,US Elections 2020: Popular vote vs electoral college,0
257,UxO_E0f83AA,https://www.youtube.com/watch?v=UxO_E0f83AA,Hear Trump ask Georgia officials to overturn 2020 election,2
258,LVt-VfDkNUw,https://www.youtube.com/watch?v=LVt-VfDkNUw,Georgia election | Live coverage of U.S. Senate runoff races,1
259,hYiwaAmRUHU,https://www.youtube.com/watch?v=hYiwaAmRUHU,Could Donald Trump face prosecution when he leaves office? | US election 2020,2
260,eeu4IqcvWOc,https://www.youtube.com/watch?v=eeu4IqcvWOc,"US Elections - Trump Questions Integrity of Voting System / Trump: I have used tax laws ""brilliantly",2
261,WZWRhLW7Y8w,https://www.youtube.com/watch?v=WZWRhLW7Y8w,What if a US presidential candidate refuses to concede after an election? | Van Jones,2
262,XebP6GSy_6I,https://www.youtube.com/watch?v=XebP6GSy_6I,U.S. Elections: Caucuses Explained,1
263,hyzJWdNgQT0,https://www.youtube.com/watch?v=hyzJWdNgQT0,US election day 2020: BBC News Review,2
264,XHWNTSkLTkw,https://www.youtube.com/watch?v=XHWNTSkLTkw,US Election: Michigan militia preparing 'for civil war',1
265,EFVzyw8St8c,https://www.youtube.com/watch?v=EFVzyw8St8c,US Elections: Nevada electoral officials give update on ballot counting in crucial state,1
266,0BNzKtkSKJk,https://www.youtube.com/watch?v=0BNzKtkSKJk,DAY BREAK | The US elections,1
267,C-giQvPj4J0,https://www.youtube.com/watch?v=C-giQvPj4J0,The US electoral system explained,2
268,Vc46IR9aN7w,https://www.youtube.com/watch?v=Vc46IR9aN7w,How Iranians are watching the US Elections | Bigger Than Five,1
269,2gZEZ9BKVH8,https://www.youtube.com/watch?v=2gZEZ9BKVH8,Inside the different ballots used in U.S. elections,1
270,qo0_4bhAWWs,https://www.youtube.com/watch?v=qo0_4bhAWWs,How US Elections will Impact Indian Stock Market?,1
271,hAootpmV44s,https://www.youtube.com/watch?v=hAootpmV44s,US Election 2020 | SA politicians weigh-in on US elections,1
272,x4-SckQekWs,https://www.youtube.com/watch?v=x4-SckQekWs,Special Transmission | US Elections 2020 | ARY News | Waseem Badami (Part-2),1
273,exhEBkbmLfM,https://www.youtube.com/watch?v=exhEBkbmLfM,How do you report on the US elections during a pandemic? | Between Us,2
274,d4HynDlNjl8,https://www.youtube.com/watch?v=d4HynDlNjl8,US Election: Who has the easier path to power?,2
275,mCylh5kHsB4,https://www.youtube.com/watch?v=mCylh5kHsB4,US Elections: The Caucus Explained,1
276,wXRrmdqUGGQ,https://www.youtube.com/watch?v=wXRrmdqUGGQ,How to perfectly predict American elections,1
277,3Fsf4aWudJk,https://www.youtube.com/watch?v=3Fsf4aWudJk,"Live coverage: Protesters swarm Capitol, abruptly halting electoral vote count",2
278,YiCeGcq1poc,https://www.youtube.com/watch?v=YiCeGcq1poc,Trump Vs Biden | Final Countdown To US Elections Begins | NewsX,2
279,LhZwf_a8hUE,https://www.youtube.com/watch?v=LhZwf_a8hUE,US Election Fallout Behind the Scenes | Between Us,2
280,Sai5Ab5xFRk,https://www.youtube.com/watch?v=Sai5Ab5xFRk,Trump tells Putin at G20 summit: Don't meddle in U.S. elections,2
281,X2VJdx4eTH8,https://www.youtube.com/watch?v=X2VJdx4eTH8,Edward Snowden Reacts To Russia Meddling In U.S. Elections | The 11th Hour | MSNBC,1
282,h1dQT1JRASQ,https://www.youtube.com/watch?v=h1dQT1JRASQ,"US Elections | 'A New Day for America,' Says Vice President-Elect #KamalaHarris After Victory",0
283,Pzq2slM4Wu4,https://www.youtube.com/watch?v=Pzq2slM4Wu4,Hacking help for US elections - 6 Minute English,2
284,oFmIbrPWJ1g,https://www.youtube.com/watch?v=oFmIbrPWJ1g,Swing States in US Elections,1
285,z0R5l4fD9uI,https://www.youtube.com/watch?v=z0R5l4fD9uI,US election latest: What happened? What next?,2
286,7NVa4WNRBw4,https://www.youtube.com/watch?v=7NVa4WNRBw4,అమెరికా ఓటు  :ట్రంప్ Vs బైడెన్ | US Elections 2020 Live Updates | Donald Trump Vs Joe Biden | 10TV,2
287,3ENmAbpir-Y,https://www.youtube.com/watch?v=3ENmAbpir-Y,Funniest US Elections 2020 MEMES | Donald Trump Vs Joe Biden,2
288,F9g_etX4mlk,https://www.youtube.com/watch?v=F9g_etX4mlk,Former US Election Security Chief Reacts To Comment That He Should Be ‘Shot’ | TODAY,2
289,vKrfpQVUsGU,https://www.youtube.com/watch?v=vKrfpQVUsGU,US elections: Where does India stand? | DW News,0
290,hhG4ukG9lzY,https://www.youtube.com/watch?v=hhG4ukG9lzY,US Elections 2020 | Analysis with Lebohang Pheko,2
291,sq1WdV60S3M,https://www.youtube.com/watch?v=sq1WdV60S3M,Aftermath of US elections: Celebrations across the world,2
292,SF9bAnbZrTU,https://www.youtube.com/watch?v=SF9bAnbZrTU,"US ELECTIONS, COVID VACCINES & LOVE JIHAD | EIC Charcha",2
293,BsXjeWldTow,https://www.youtube.com/watch?v=BsXjeWldTow,How Does Money Affect The U.S. Elections?,1
294,WcQpkIU2aXM,https://www.youtube.com/watch?v=WcQpkIU2aXM,US Election Result Explained | Tamil | Madan Gowri | MG,2
295,D-nR_hmS6V0,https://www.youtube.com/watch?v=D-nR_hmS6V0,How the U.S. Supreme Court Decided the Presidential Election of 2000 | History,1
296,gfemlFqmKck,https://www.youtube.com/watch?v=gfemlFqmKck,Gravitas: U.S. Elections: All you need to know,2
297,XoQbi24akcg,https://www.youtube.com/watch?v=XoQbi24akcg,Rudy Giuliani and President Trump's legal team continue to undermine the election,2
298,My_N1O6FwEY,https://www.youtube.com/watch?v=My_N1O6FwEY,U.S. Elections: Conventions,1
299,MKg0oaS8Pyw,https://www.youtube.com/watch?v=MKg0oaS8Pyw,Professor who predicted last 13 US elections tells LBC who will win  | LBC,2
300,7X62w7LpUjI,https://www.youtube.com/watch?v=7X62w7LpUjI,Korean Fortune Teller predicts US Elections 2020,2
301,7opdIg3s9bo,https://www.youtube.com/watch?v=7opdIg3s9bo,"U.S. Elections, Capitol Riot Expose Divisions in the Republican Party",2
302,iPGtX2x9txg,https://www.youtube.com/watch?v=iPGtX2x9txg,The US Elections Explained: The Two Party System,1
303,fIYvfpBj8Wg,https://www.youtube.com/watch?v=fIYvfpBj8Wg,"Trump's Health, Coronavirus and US Elections | Astrological Predictions by Acharya Salil",2
304,dhnL3mvRGwo,https://www.youtube.com/watch?v=dhnL3mvRGwo,'China dreaming of Joe Biden': Donald Trump slams rival | US elections 2020,2
305,ztXPEND8gsg,https://www.youtube.com/watch?v=ztXPEND8gsg,My Warning for Traders About the Upcoming US Elections,1
306,3GVp0-SgsvM,https://www.youtube.com/watch?v=3GVp0-SgsvM,US election: No winner declared — what happens now?,2
307,LURNnqQw7_c,https://www.youtube.com/watch?v=LURNnqQw7_c,Trump launches verbal attacks at Kamala Harris at campaign rally | US Elections 2020,2
308,zh7N_QKyZvI,https://www.youtube.com/watch?v=zh7N_QKyZvI,America Decides 2020: US Election coverage on The Latest | 7NEWS,2
309,b4XE46TY8Nk,https://www.youtube.com/watch?v=b4XE46TY8Nk,"US Elections 2020: क्यों फंस गए अमेरिकी चुनाव नतीजे, समझिए संजय पुगलिया से । Quint Hindi",0
310,ax86f1GKUxg,https://www.youtube.com/watch?v=ax86f1GKUxg,US Election Results 2020: अमरीका के राष्ट्रपति चुनाव में Donald Trump इतनी कड़ी टक्कर कैसे दे पाएं?,0
311,llPheDZmztY,https://www.youtube.com/watch?v=llPheDZmztY,US Elections 2020: अमेरिका के चुनाव में चीन-चीन क्यों हो रहा है?,0
312,S5LrQv496Iw,https://www.youtube.com/watch?v=S5LrQv496Iw,How America could lose its allies | 2020 Election,2
313,ql07Qwf5se8,https://www.youtube.com/watch?v=ql07Qwf5se8,"Impact of the US Elections on World | Editorial Analysis - Nov 04, 2020",0
314,FWfT1TwVqC8,https://www.youtube.com/watch?v=FWfT1TwVqC8,Swamy On Trump and US Elections | Swamy Says on NewsX | NewsX,0
315,YU4YoweJhMM,https://www.youtube.com/watch?v=YU4YoweJhMM,US Elections Result 2020: Joe Biden और Donald Trump की लड़ाई कहां तक पहुंची? (BBC Hindi),2
316,hPhhpLDf8ZQ,https://www.youtube.com/watch?v=hPhhpLDf8ZQ,US elections 2020: US-EU relations hang in the balance,2
317,yOGeOZpGm-c,https://www.youtube.com/watch?v=yOGeOZpGm-c,US Elections | The Road To The White House,1
318,GM0ZaLEHGxY,https://www.youtube.com/watch?v=GM0ZaLEHGxY,"Big Bulletin | Joe Biden Leads Polls In US Elections 2020 | HR Ranganath | Nov 3, 2020",0
319,Msk0yGs7TzM,https://www.youtube.com/watch?v=Msk0yGs7TzM,US Elections: Courts Dismiss Trump Lawsuits in Michigan and Georgia | NTV,0
320,qce_Hb7BiqE,https://www.youtube.com/watch?v=qce_Hb7BiqE,Peru to hold presidential elections in April amid COVID pandemic,1
321,l9nVGgoOT6s,https://www.youtube.com/watch?v=l9nVGgoOT6s,Vladimir Putin Quizzed By Megyn Kelly Over Russian Involvement In U.S. Elections | NBC News,2
322,CZjXwb6tW_w,https://www.youtube.com/watch?v=CZjXwb6tW_w,US Elections and Markets: What should you know?,1
323,P0RSgGdkS1U,https://www.youtube.com/watch?v=P0RSgGdkS1U,ആരാണ് ജോ ബൈഡൻ? | Trump vs. Biden | US Elections 2020,0
324,bgCQde8E6_8,https://www.youtube.com/watch?v=bgCQde8E6_8,Trump Returns with a Bang: US Elections 2020 | Vibhuti Jha,2
325,3Pi3mx_IDVg,https://www.youtube.com/watch?v=3Pi3mx_IDVg,MCA Tricky US Elections (Part 2),1
326,ZZLe59_1p9o,https://www.youtube.com/watch?v=ZZLe59_1p9o,Stock Market Forecast 1 Day to US Elections. Rally or Crash?,1
327,EtIeEb8kQMc,https://www.youtube.com/watch?v=EtIeEb8kQMc,How Russian State Media Is Covering the U.S. Election | WSJ,2
328,mhEEI7GIxl8,https://www.youtube.com/watch?v=mhEEI7GIxl8,US elections: Biden promises to reverse many of Trump's changes,2
329,lw2hfmHAB_E,https://www.youtube.com/watch?v=lw2hfmHAB_E,"US elections, Thai protests, duck transport: World in Photos, Oct. 21",1
330,sj_QoiBfP78,https://www.youtube.com/watch?v=sj_QoiBfP78,US Elections: Joe Biden delivers speech,2
331,cjDSzSiarFI,https://www.youtube.com/watch?v=cjDSzSiarFI,The US Elections Explained: Populism,1
332,j4kKq-E6crU,https://www.youtube.com/watch?v=j4kKq-E6crU,US Elections Madness - Trump Trumped? | Vibhuti Jha and Sanjay Dixit,0
333,fbf-RNxxWt0,https://www.youtube.com/watch?v=fbf-RNxxWt0,US Election Results 2020 : India को Donald Trump और Joe Biden में से किसकी जीत से फ़ायदा?(BBC Hindi),0
334,Y8zJN1loz5Q,https://www.youtube.com/watch?v=Y8zJN1loz5Q,"Impact of the US elections on World l Editorial Hindi 04 NOV, 2020",1
335,eW1RSPI4XuI,https://www.youtube.com/watch?v=eW1RSPI4XuI,US elections and the media: How did we get here? - The Listening Post (Full),1
336,93wi05YC070,https://www.youtube.com/watch?v=93wi05YC070,US Elections 2020: Kamala Harris expresses gratitude to Indian mother in her victory speech,2
337,qS--tzZRaZw,https://www.youtube.com/watch?v=qS--tzZRaZw,The US Elections Explained: Race,1
338,3FYHgfwJnBY,https://www.youtube.com/watch?v=3FYHgfwJnBY,The US Elections Explained: Lobbying,1
339,Cf9uumJz8Gs,https://www.youtube.com/watch?v=Cf9uumJz8Gs,John Wing - The US Elections vs. The Canadian Election,1
340,95IdqvJWRsQ,https://www.youtube.com/watch?v=95IdqvJWRsQ,"US Elections: Social Media react to ""crazy night"" and Donald Trump's results",2
341,lWaZzww6Tlc,https://www.youtube.com/watch?v=lWaZzww6Tlc,How the new generation of Latinx voters could change US elections | María Teresa Kumar,1
342,07uADs1ftGg,https://www.youtube.com/watch?v=07uADs1ftGg,Trump launches verbal attacks at Harris at campaign rally | US Elections 2020 | WION,2
343,uQp3uAcBkP8,https://www.youtube.com/watch?v=uQp3uAcBkP8,"US Elections | Kamala Harris: ""इस ऑफिस में पहुंचने वाली पहली महिला हो सकती हूं लेकिन आखिरी नहीं""",0
344,UQEV75IVveM,https://www.youtube.com/watch?v=UQEV75IVveM,US Supreme Court rejects Texas bid to overturn election | DW News,2
345,tOh1EpHvs_s,https://www.youtube.com/watch?v=tOh1EpHvs_s,The Last Leg Discuss The Possible Outcomes Of The US Elections | The Last Leg,2
346,s9BCsdh7IPY,https://www.youtube.com/watch?v=s9BCsdh7IPY,Wild Russian 'hackers' pick the winner of 2020 US elections?!,1
347,s9BCsdh7IPY,https://www.youtube.com/watch?v=s9BCsdh7IPY,Wild Russian 'hackers' pick the winner of 2020 US elections?!,1
348,pGHnxu6oED4,https://www.youtube.com/watch?v=pGHnxu6oED4,"Final Polls and Forecasts of the Election — November 3, 2020 | LIVE | NowThis",2
349,zA4F-JRZ5j4,https://www.youtube.com/watch?v=zA4F-JRZ5j4,Finnish News Team Reports On U.S. Elections,1
350,c4WVU9aWnJc,https://www.youtube.com/watch?v=c4WVU9aWnJc,US Elections 2020 : Donald Trump vs Joe Biden | Headlines 12 PM | 4 November 2020 | Dunya | HA1K,2
351,k4iGPruY8W0,https://www.youtube.com/watch?v=k4iGPruY8W0,Joe Biden Extends Lead in US Elections | TVJ News,2
352,SwsSvPNkFgg,https://www.youtube.com/watch?v=SwsSvPNkFgg,US Elections: Georgia's Secretary of State Brad Raffensperger holds a news conference | Watch live,2
353,R-xLZ06LgrA,https://www.youtube.com/watch?v=R-xLZ06LgrA,US Elections 2020 |  South Africans share their views,1
354,TO-_kVIkY6A,https://www.youtube.com/watch?v=TO-_kVIkY6A,How (and why) Russia hacked the US election | Laura Galante,1
355,uQR8u0W9cVg,https://www.youtube.com/watch?v=uQR8u0W9cVg,US President Biden talks about Putin's 'interference' in US elections | Vladimir Putin | WION News,2
356,efov6rqyvWo,https://www.youtube.com/watch?v=efov6rqyvWo,The US Elections Explained: The Transition of Power,1
357,6GXvn57TdsY,https://www.youtube.com/watch?v=6GXvn57TdsY,"US Elections: Joe Biden, Kamala Harris deliver victory speeches",1
358,tCn4cbon6jY,https://www.youtube.com/watch?v=tCn4cbon6jY,Joe Biden and Kamala Harris Have Won the Presidential Election | NowThis,2
359,wL_5MIkgGZw,https://www.youtube.com/watch?v=wL_5MIkgGZw,LIVE: రంగంలోకి పాల్ || KA Paul Exclusive LIVE On US Elections 2020 Results || The Debate || ABN LIVE,0
360,ZLRIbGf6vSQ,https://www.youtube.com/watch?v=ZLRIbGf6vSQ,Capitol Hill goes into lockdown as pro-Trump demonstrators protest US election results,2
361,6_aT_5kETEs,https://www.youtube.com/watch?v=6_aT_5kETEs,US Elections 2020 Presidential Debate: Why Did Donald Trump Call India ‘Filthy’,2
362,xFFou_EnL7I,https://www.youtube.com/watch?v=xFFou_EnL7I,Is big money eroding trust in US elections? | The Bottom Line,2
363,rxXkxS1onCg,https://www.youtube.com/watch?v=rxXkxS1onCg,Gravitas: US Elections | Clinton-Obama to replace Joe Biden,1
364,A2Qcf0DKyoM,https://www.youtube.com/watch?v=A2Qcf0DKyoM,How to Trade Forex During the 2020 US Elections: My Strategy!,1
365,W1ilCy6XrmI,https://www.youtube.com/watch?v=W1ilCy6XrmI,WATCH LIVE: ABC News Channel for the latest highlights and events,1
366,r3oEM55zmX8,https://www.youtube.com/watch?v=r3oEM55zmX8,'I'm running angry': Donald Trump on Joe Biden laptop scandal | US elections,2
367,uXGYm1eJPWo,https://www.youtube.com/watch?v=uXGYm1eJPWo,Presidential historian: Trump needs to be held accountable for riots | U.S. Election,2
368,GF_5kRUL2Q4,https://www.youtube.com/watch?v=GF_5kRUL2Q4,Members of Electoral College Cast Ballots in Presidential Election | LIVE | NowThis,1
369,9qkucY_oJk8,https://www.youtube.com/watch?v=9qkucY_oJk8,Stephen Colbert Remains Calm As America Braces For An Election Day Like No Other,2
370,tlDQm6dpawc,https://www.youtube.com/watch?v=tlDQm6dpawc,US elections: Jewish voters courted as AIPAC conference launched,1
371,j61KKd5iSnQ,https://www.youtube.com/watch?v=j61KKd5iSnQ,U.S. Supreme Court rejects Texas-led bid to overturn presidential election,1
372,1bNa9NnzJlo,https://www.youtube.com/watch?v=1bNa9NnzJlo,Trump Order To Withhold Intelligence Softens U.S. Elections For Attack: Whistleblower | MSNBC,2
373,3ulZqmdwYT4,https://www.youtube.com/watch?v=3ulZqmdwYT4,"US Elections Gamed Again? US Mulls Sanctions On Russia & Iran, Moscow Denies Everything | CRUX",2
374,6QFARvNU4-I,https://www.youtube.com/watch?v=6QFARvNU4-I,Twitter and Facebook CEOs challenged over handling US elections,1
375,gjSopB78A1A,https://www.youtube.com/watch?v=gjSopB78A1A,भारत के साथ कौन- ट्रंप या बाइडेन ? US Elections 2020 |,0
376,fl3dtLJVrNg,https://www.youtube.com/watch?v=fl3dtLJVrNg,"US election: Mark Zuckerberg, Jack Dorsey testify before Congress over censorship accusations | FULL",1
377,2w9GGySOgKY,https://www.youtube.com/watch?v=2w9GGySOgKY,US: Russia and Iran tried to interfere in US Elections 2020| Latest World News | English News | WION,2
378,AD3qqBfU0no,https://www.youtube.com/watch?v=AD3qqBfU0no,Cybersecurity Threats to U.S. Elections,1
379,9Auq9mYxFEE,https://www.youtube.com/watch?v=9Auq9mYxFEE,Watch Sky News live,1
380,6h3iHvmrUqM,https://www.youtube.com/watch?v=6h3iHvmrUqM,Life after Trump: what’s the future of the Republican Party? | The Economist,2
381,en-JzkMI-Lg,https://www.youtube.com/watch?v=en-JzkMI-Lg,US Elections: Top 5 issues on voters' minds,0
382,ZIktJsKhfME,https://www.youtube.com/watch?v=ZIktJsKhfME,LIVE:పరిషత్ పోరు | AP MPTC ZPTC Election Polling LIVE Updates | Andhra Pradesh | ABN LIVE,0
383,me4IyVysVy0,https://www.youtube.com/watch?v=me4IyVysVy0,Benin set for presidential election amid crackdown,1
384,Gue7qYN6dtg,https://www.youtube.com/watch?v=Gue7qYN6dtg,US Elections मध्ये Mumbaiचे Marathi Democrat नेते Shri Thanedar कसे झाले विजयी? Michigan Results,0
385,7NB_z0el6tg,https://www.youtube.com/watch?v=7NB_z0el6tg,Joe Biden urges Americans to stay calm following US elections,2
386,5gY2_nPnjyg,https://www.youtube.com/watch?v=5gY2_nPnjyg,US Elections 2012: Obama's home crowd celebrate his re-election as US president,1
387,Vbotguk5PCE,https://www.youtube.com/watch?v=Vbotguk5PCE,US Elections |H-1B Visas to Green Cards: What Joe Biden’s Policy Document Has for Indians in US,2
388,zzR8eCJMXaw,https://www.youtube.com/watch?v=zzR8eCJMXaw,US Elections: What Does Biden's win Mean for America and the World?,2
389,gWCqx5OFT14,https://www.youtube.com/watch?v=gWCqx5OFT14,LLCE : Final Task about US Elections,1
390,3mN4yFPv0Cg,https://www.youtube.com/watch?v=3mN4yFPv0Cg,US Elections: Why Kamala Harris Is Not Good For India's Long-Term Interests,2
391,-eYQwNcnYFY,https://www.youtube.com/watch?v=-eYQwNcnYFY,"Iran, Russia attempting to interfere with US elections: Ratcliffe, FBI",2
392,UhG37EMbO1Q,https://www.youtube.com/watch?v=UhG37EMbO1Q,Actors Ajith & Vijay Cast Their Votes | Tamil Nadu Assembly Elections 2021 | V6 News,0
393,LXsiYZERYCk,https://www.youtube.com/watch?v=LXsiYZERYCk,It is clear 'something fishy' took place in US presidential election,2
394,SrO352wMODY,https://www.youtube.com/watch?v=SrO352wMODY,Whose winning in US Elections 2020? | GNN | 07 November 2020,0
395,M2iuVCIMi1s,https://www.youtube.com/watch?v=M2iuVCIMi1s,The US election is ‘far from over’,2
396,x6ZL7CozRTI,https://www.youtube.com/watch?v=x6ZL7CozRTI,US Elections 2020,1
397,jZaBQFoluWM,https://www.youtube.com/watch?v=jZaBQFoluWM,"2020 US Elections: Muslims want to win ""Joe Biden""?",2
398,eY6g5YUhQM4,https://www.youtube.com/watch?v=eY6g5YUhQM4,ఏపీ లో పరిషత్‌ ఎన్నికల పోలింగ్ Digital LIVE || AP MPTC ZPTC Elections 2021 - TV9,0
399,kf5nJjhlo1E,https://www.youtube.com/watch?v=kf5nJjhlo1E,US Elections : Trump हार की ओर I Joe Biden I America I Donald Trump,0
400,xRAmqrJOtgY,https://www.youtube.com/watch?v=xRAmqrJOtgY,The History of US Presidential Elections 1789 - 2020,1
401,NTSFhG7Df2A,https://www.youtube.com/watch?v=NTSFhG7Df2A,US Elections 2020: Trump creates confusion with double-voting suggestion,2
402,OtoxDK_7_34,https://www.youtube.com/watch?v=OtoxDK_7_34,Why Is Mitch McConnell Blocking Bills To Protect U.S. Elections? | The Last Word | MSNBC,1
